shock_id,date,county,policy_name,policy_type,primary_topic,ideology_score,direction,enforcement_channel,behavioral_channel,severity,mandates_vs_guidance,extensive_margin_direction,intensive_margin_direction,summary,filename,nearest_external_shock_id,nearest_external_shock_name,nearest_external_shock_date,days_from_external_shock,external_shock_match_type
2020_12_07_la_county_sentencing_enhancements_1,2020-12-07,Los Angeles County,LA County Sentencing Enhancements (1),internal_directive,enhancements,2.0,progressive,enhancements,public_safety_perception,significant,mandatory,neutral,more_lenient,"This directive from DA George Gascón completely eliminates the use of sentencing enhancements in Los Angeles County, including Three Strikes allegations, gang enhancements, and special circumstances that could lead to life without parole sentences. The policy is explicitly framed as a rejection of California's 'tough on crime' era and is justified through academic research showing that longer sentences may increase recidivism and evidence of racial disparities in enhancement application. The directive mandates presumptive probation for eligible cases and low-term sentences otherwise, representing a fundamental shift toward more lenient sentencing practices while maintaining stated commitments to accountability and public safety.",2020.12.07_LA County Sentencing Enhancements (1).pdf,gascon_la_sd_20_08_enhancements,Gascón SD 20-08: Sentencing Enhancements Ban,2020-12-08,-1.0,county_da_directive
2020_12_07_la_county_email_from_da_gascon_to_lada_all,2020-12-07,Los Angeles County,Email from DA Gascon to LADA - ALL,internal_directive,administrative,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This is DA George Gascón's inaugural memo to all Los Angeles County prosecutors announcing his swearing-in and implementing immediate policy changes. The memo introduces a new progressive mission statement emphasizing racial equity and reduced incarceration, while announcing seven special directives covering areas like pretrial release, sentence enhancements, and death penalty cases. Gascón explicitly rejects excessive sentencing practices and encourages alternatives to incarceration, representing a major ideological shift toward progressive prosecution in the nation's largest prosecutor's office.",2020.12.07_LA County_Email from DA Gascon to LADA - ALL.pdf,gascon_la_takes_office,George Gascón Sworn In as LA DA — Day-One Directives,2020-12-07,0.0,county_da_directive
2020_12_07_la_county_pretrial_release_policy_memo,2020-12-07,Los Angeles County,Pretrial Release Policy Memo,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This Special Directive establishes a comprehensive bail reform policy that creates a presumption of pretrial release and eliminates cash bail for most offenses including all misdemeanors and non-violent felonies. The memo provides extensive racial justice analysis showing that current bail practices disproportionately impact communities of color, with 84% of pretrial detainees being people of color. The policy mandates that prosecutors seek the least restrictive release conditions possible and only request detention when there is clear and convincing evidence of substantial likelihood of great bodily harm or flight risk. This represents a fundamental shift toward progressive prosecution principles that prioritize reducing unnecessary incarceration while maintaining public safety considerations.",2020.12.07_LA County_Pretrial Release Policy Memo.pdf,gascon_la_sd_20_07_bail,Gascón SD 20-07: Pretrial Release,2020-12-07,0.0,county_da_directive
2020_12_07_la_county_special_directive_20_06,2020-12-07,Los Angeles County,Special Directive 20-06,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This Special Directive implements comprehensive bail reform in Los Angeles County, establishing a presumption of own recognizance release and eliminating cash bail for all misdemeanors and non-violent felonies. The policy is grounded in an explicit racial justice analysis showing disparate impacts on communities of color and includes detailed critiques of mass incarceration. The directive represents a significant shift toward progressive prosecution, prioritizing pretrial freedom while maintaining limited detention options only for violent felonies with clear public safety risks.",2020.12.07_LA County_Special Directive 20-06.pdf,gascon_la_sd_20_07_bail,Gascón SD 20-07: Pretrial Release,2020-12-07,0.0,county_da_directive
2020_12_07_la_county_special_directive_20_14,2020-12-07,Los Angeles County,Special Directive 20-14,internal_directive,sentencing,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This comprehensive resentencing directive from DA George Gascón establishes sweeping reforms to reduce sentences for 20,000-30,000 people currently incarcerated from Los Angeles County. The policy mandates dismissal of enhancements in pending cases, creates a presumption favoring parole for lifers, and prioritizes resentencing for those who have served 15+ years. The directive explicitly frames mass incarceration as a racist system and represents a fundamental shift toward rehabilitation and racial equity over punishment.",2020.12.07_LA County_Special Directive 20-14.pdf,gascon_la_sd_20_08_enhancements,Gascón SD 20-08: Sentencing Enhancements Ban,2020-12-08,-1.0,county_da_directive
2020_12_07_la_county_special_directive_20_11,2020-12-07,Los Angeles County,Special Directive 20-11,internal_directive,death_penalty,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This directive establishes a complete prohibition on seeking the death penalty in Los Angeles County, grounded primarily in racial justice concerns and systemic critique of capital punishment. The policy is both prospective (no new death penalty cases) and retrospective (seeking to overturn existing death sentences), representing a fundamental shift in prosecutorial approach. The document extensively documents racial disparities, cost concerns, and innocence risks to justify this major policy change, while emphasizing continued commitment to victim services and valid convictions.",2020.12.07_LA County_Special Directive 20-11.pdf,gascon_la_sd_20_08_enhancements,Gascón SD 20-08: Sentencing Enhancements Ban,2020-12-08,-1.0,county_da_directive
2020_12_07_la_county_special_directive_20_08,2020-12-07,Los Angeles County,Special Directive 20-08,internal_directive,enhancements,2.0,progressive,enhancements,public_safety_perception,significant,mandatory,neutral,more_lenient,"This directive from DA George Gascón completely eliminates the use of all sentencing enhancements in Los Angeles County, including Three Strikes, gang enhancements, and special circumstances allegations. The policy is explicitly framed as rejecting California's 'tough on crime' era and is justified through research showing enhancements increase recidivism and exacerbate racial disparities. The directive mandates probation as the presumptive sentence for eligible offenses and requires withdrawal of enhancements from all pending cases, representing a fundamental shift toward more lenient sentencing practices.",2020.12.07_LA County_Special Directive 20-08.pdf,gascon_la_sd_20_08_enhancements,Gascón SD 20-08: Sentencing Enhancements Ban,2020-12-08,-1.0,county_da_directive
2020_12_07_la_county_special_directive_20_07,2020-12-07,Los Angeles County,Special Directive 20-07,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,more_lenient,"This directive implements comprehensive misdemeanor reform in Los Angeles County, mandating declination of numerous low-level offenses including drug possession, public intoxication, and sex work-related charges. It establishes presumptive pre-plea diversion for most other misdemeanors and significantly limits punishment options while prioritizing treatment over prosecution. The policy represents a fundamental shift toward addressing underlying causes of criminal behavior rather than punishment, with particular attention to mental illness, substance abuse, and homelessness.",2020.12.07_LA County_Special Directive 20-07.pdf,gascon_la_takes_office,George Gascón Sworn In as LA DA — Day-One Directives,2020-12-07,0.0,county_da_directive
2020_12_07_la_county_special_directive_youth_justice,2020-12-07,Los Angeles County,Special Directive-Youth Justice,internal_directive,juvenile,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This comprehensive juvenile justice reform directive implements a 'care over cages' philosophy that dramatically reduces youth entry into the justice system through categorical declination of misdemeanors and expanded diversion programs. For youth who do enter the system, it mandates the least severe interventions possible, including elimination of most strike charges, prohibition of enhancements, and presumption against detention. The directive represents a fundamental shift from punitive to rehabilitative approaches, emphasizing trauma-informed responses and community-based alternatives to traditional prosecution.",2020.12.07_LA County_Special Directive-Youth Justice.pdf,gascon_la_takes_office,George Gascón Sworn In as LA DA — Day-One Directives,2020-12-07,0.0,county_da_directive
2020_12_07_la_county_special_directive_misdemeanor_reform,2020-12-07,Los Angeles County,Special Directive-Misdemeanor Reform,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,more_lenient,"This directive implements sweeping misdemeanor reform that mandates declination of numerous low-level offenses including drug possession, public intoxication, and trespassing, while establishing presumptive pre-plea diversion for most other misdemeanors. The policy explicitly aims to redirect individuals with mental health, substance abuse, and housing issues away from prosecution toward treatment and services. It represents a fundamental shift from traditional prosecution toward a progressive approach that prioritizes addressing root causes of crime and minimizing the collateral consequences of criminal justice involvement.",2020.12.07_LA County_Special Directive-Misdemeanor Reform.pdf,gascon_la_takes_office,George Gascón Sworn In as LA DA — Day-One Directives,2020-12-07,0.0,county_da_directive
2020_12_07_la_county_special_directive_resentencing,2020-12-07,Los Angeles County,Special Directive-Resentencing,internal_directive,sentencing,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This comprehensive resentencing directive from DA George Gascón establishes sweeping progressive criminal justice reforms focused on reducing incarceration levels and addressing racial disparities. The policy mandates retroactive application of new lenient sentencing policies to thousands of existing cases, eliminates sentence enhancements, supports parole grants, and opposes adult prosecution of minors. The directive explicitly frames mass incarceration as a racist system and commits to systematic review and resentencing of 20,000-30,000 cases to align with new progressive policies.",2020.12.07_LA County_Special Directive-Resentencing.pdf,gascon_la_sd_20_08_enhancements,Gascón SD 20-08: Sentencing Enhancements Ban,2020-12-08,-1.0,county_da_directive
2020_12_07_la_county_special_directive_sentencing_enhancements,2020-12-07,Los Angeles County,Special Directive-Sentencing Enhancements,internal_directive,enhancements,2.0,progressive,enhancements,public_safety_perception,significant,mandatory,neutral,more_lenient,"This special directive from DA George Gascón completely eliminates the use of sentencing enhancements in Los Angeles County, including Three Strikes, gang enhancements, and prior conviction enhancements. The policy establishes presumptive probation for eligible offenses and low-term sentences for others, representing a dramatic shift away from California's 'tough on crime' era. The directive is explicitly grounded in evidence about recidivism and racial disparities, reflecting a clearly progressive prosecutorial philosophy focused on reducing mass incarceration while maintaining public safety through alternatives to harsh sentencing.",2020.12.07_LA County_Special Directive-Sentencing Enhancements.pdf,gascon_la_sd_20_08_enhancements,Gascón SD 20-08: Sentencing Enhancements Ban,2020-12-08,-1.0,county_da_directive
2020_12_07_la_county_special_directive_20_10,2020-12-07,Los Angeles County,Special Directive 20-10,internal_directive,case_law_update,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This directive establishes comprehensive new policies for LA County's Habeas Corpus Litigation Unit under DA George Gascón, fundamentally shifting from a conviction-protection model to a truth-seeking approach. The policy mandates examining racial injustice, prohibits adversarial investigation tactics, requires extensive discovery disclosure, and supports sentence reductions for cases that don't meet current fairness standards. It represents a clearly progressive approach that prioritizes justice and compensation for the wrongfully convicted over maintaining convictions at all costs.",2020.12.07_LA County_Special Directive 20-10.pdf,gascon_la_sd_20_08_enhancements,Gascón SD 20-08: Sentencing Enhancements Ban,2020-12-08,-1.0,county_da_directive
2020_12_07_la_county_special_directive_20_09,2020-12-07,Los Angeles County,Special Directive 20-09,internal_directive,juvenile,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This comprehensive juvenile justice reform directive from DA George Gascón fundamentally restructures Los Angeles County's approach to youth prosecution by declining all misdemeanor prosecutions, maximizing diversion programs, and ending transfers to adult court. The policy mandates the 'lightest touch' approach throughout the system, from charging decisions through disposition, explicitly prioritizing rehabilitation and trauma-informed responses over punishment. The directive represents a clear shift toward progressive prosecution practices, emphasizing keeping youth out of the system entirely and minimizing consequences for those who do enter it.",2020.12.07_LA County_Special Directive 20-09.pdf,gascon_la_takes_office,George Gascón Sworn In as LA DA — Day-One Directives,2020-12-07,0.0,county_da_directive
2020_12_07_la_county_special_directive_20_13,2020-12-07,Los Angeles County,Special Directive 20-13,internal_directive,conviction_integrity,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This Special Directive establishes a comprehensive Conviction Integrity Unit policy that goes far beyond traditional conviction review by explicitly addressing racial discrimination, requiring non-adversarial investigations, and committing to transparency and systemic reform. The policy reflects a clearly progressive prosecutorial ideology focused on correcting past injustices and preventing future wrongful convictions through office-wide policy changes. The CIU is granted broad authority to review cases, collaborate with defense counsel, and proactively assist exonerees with compensation, representing a significant departure from traditional prosecutorial approaches to post-conviction review.",2020.12.07_LA County_Special Directive 20-13.pdf,gascon_la_takes_office,George Gascón Sworn In as LA DA — Day-One Directives,2020-12-07,0.0,county_da_directive
2020_12_15_la_county_special_directive_clarification_on_languages_provided_in_sd,2020-12-15,Los Angeles County,Special Directive-Clarification on Languages Provided in SD 20-08,internal_directive,enhancements,2.0,progressive,enhancements,public_safety_perception,significant,mandatory,neutral,more_lenient,"This directive from DA George Gascón mandates the complete withdrawal of all sentencing enhancements and Three Strikes allegations from pending cases, representing a categorical rejection of enhanced sentencing practices. The policy provides specific language for prosecutors to use when requesting dismissal of enhancements, arguing they provide no public safety benefit and waste resources. The directive reflects a clearly progressive prosecutorial philosophy that prioritizes reduced incarceration and challenges the constitutionality of enhancement statutes, marking a significant departure from traditional tough-on-crime approaches.",2020.12.15_LA County_Special Directive-Clarification on Languages Provided in SD 20-08.pdf,gascon_la_amended_enhancements,Gascón Amended Directive on Sentencing Enhancements,2020-12-18,-3.0,county_da_directive
2020_12_15_la_county_special_directive_20_08_1,2020-12-15,Los Angeles County,Special Directive 20-08.1,internal_directive,enhancements,2.0,progressive,enhancements,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This directive from DA George Gascón mandates the withdrawal of all sentence enhancements and three strikes allegations in pending cases, representing a dramatic shift toward progressive prosecution. The policy argues that enhancements provide no public safety benefit and waste resources, while asserting the DA's constitutional authority to make these charging decisions. Deputies are provided specific language to use in court and procedures to follow if courts resist dismissing enhancements, indicating this is a comprehensive office-wide policy change.",2020.12.15_LA County_Special Directive 20-08.1.pdf,gascon_la_amended_enhancements,Gascón Amended Directive on Sentencing Enhancements,2020-12-18,-3.0,county_da_directive
2020_12_16_tuolumne_county_rja_presentation,2020-12-16,Tuolumne County,RJA Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document educates prosecutors on California's Racial Justice Act (AB 2542), which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. The training covers prohibited language, statistical analysis requirements for charging and sentencing disparities, discovery obligations, and mandatory remedies including sentence reductions and charge dismissals. The comprehensive nature of the reforms represents a significant shift toward progressive prosecutorial practices focused on eliminating racial bias in the criminal justice system.",2020.12.16_Tuolumne County_RJA Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,-16.0,statewide_legislation
2020_12_16_monterey_county_cdaa_avoiding_bias_in_prosecution_crja_ab_2542,2020-12-16,Monterey County,CDAA-Avoiding Bias in Prosecution-CRJA-AB 2542,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document is a comprehensive training presentation on California's AB 2542 Racial Justice Act, delivered to prosecutors in Monterey County. The training provides detailed guidance on avoiding racial bias in charging and sentencing decisions, including prohibited language, discovery requirements, and potential remedies for violations. While framed as legal compliance training, the document embraces progressive prosecutorial concepts including implicit bias recognition, people-first language, and statistical analysis to identify and correct racial disparities in the criminal justice system.",2020.12.16_Monterey County_CDAA-Avoiding Bias in Prosecution-CRJA-AB 2542.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,-16.0,statewide_legislation
2020_12_16_yuba_county_cdaa_rja_presentation,2020-12-16,Yuba County,CDAA RJA Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document educates prosecutors on California's Racial Justice Act (AB 2542), which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. The comprehensive training covers prohibited language, statistical analysis requirements for identifying disparities, discovery obligations, and mandatory remedies including sentence reductions and charge dismissals. While framed as compliance training, the document represents a significant progressive reform requiring prosecutors to systematically address racial bias in charging and sentencing practices through data analysis, language reform, and expanded defendant protections.",2020.12.16_Yuba County_CDAA RJA Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,-16.0,statewide_legislation
2020_12_16_stanislaus_county_handouts_ab_2542_ppt_slides_cdaa_color_4,2020-12-16,Stanislaus County,HANDOUTS-AB-2542-PPT-SLIDES-CDAA-COLOR-4,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document instructs prosecutors on compliance with AB 2542, California's Racial Justice Act, which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. While covering the law's requirements for eliminating biased language and addressing racial disparities in charging and sentencing, the training takes a defensive approach, emphasizing strategies to challenge statistical evidence of bias rather than proactively addressing systemic racial inequities. The document reflects mandatory compliance with progressive racial justice reforms while maintaining a traditional prosecutorial perspective focused on limiting the law's impact.",2020.12.16_Stanislaus County_HANDOUTS-AB-2542-PPT-SLIDES-CDAA-COLOR-4.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,-16.0,statewide_legislation
2020_12_20_contra_costa_county_email_re_racial_justice_act,2020-12-20,Contra Costa County,Email re Racial Justice Act,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This internal memo discusses the implementation of California's Racial Justice Act (AB 2542), which prohibits racial bias in all stages of criminal prosecution starting in 2021. The prosecutor demonstrates a proactive, progressive approach by seeking training, coordinating with other DA offices, and proposing expanded implicit bias training for law enforcement partners. The document reflects a clear commitment to addressing systemic racial bias in the criminal justice system through education and policy compliance rather than viewing the new requirements as burdensome constraints.",2020.12.20_Contra Costa County_Email re Racial Justice Act.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,-12.0,statewide_legislation
2021_merced_county_cdaa_elimination_of_bias_presentation,2021-01-01,Merced County,CDAA Elimination of Bias Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document provides comprehensive guidance on complying with California's Racial Justice Act in gang prosecutions, focusing heavily on eliminating racial bias throughout the prosecutorial process. The material emphasizes avoiding discriminatory language, ensuring race-neutral decision-making in charging and sentencing, and recognizing both conscious and unconscious bias. The document represents a clear shift toward progressive prosecutorial practices prioritizing equal protection and fair treatment over traditional tough-on-crime approaches, particularly in the context of gang cases where racial disparities have historically been pronounced.",2021_Merced County_CDAA Elimination of Bias Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_san_francisco_county_combined_office_training_calendar,2021-01-01,San Francisco County,Combined Office Training Calendar,internal_directive,administrative,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This 2021 San Francisco DA training calendar under Chesa Boudin reflects a comprehensive progressive reform agenda focused heavily on bias elimination, racial justice, and alternatives to traditional prosecution. The extensive mandatory training on implicit bias, human trafficking victim identification, restorative justice, and jury selection discrimination demonstrates a systematic effort to transform prosecutorial practices. The inclusion of formerly incarcerated individuals as trainers and Angela Davis as a featured speaker signals a commitment to transformative justice approaches that prioritize rehabilitation and equity over punishment.",2021_San Francisco County_Combined Office Training Calendar.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_stanislaus_county_gang_symposium_elim_of_bias_presentation,2021-01-01,Stanislaus County,Gang-Symposium-elim.-of-Bias-Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document focuses on implementing California's Racial Justice Act in gang prosecution, providing extensive guidance on eliminating racial bias throughout the prosecutorial process. The material emphasizes constitutional equal protection principles, advocates for people-first language, and warns against discriminatory practices in charging, plea negotiations, trial conduct, and sentencing. The document represents a clear shift toward progressive prosecutorial practices prioritizing racial justice and bias elimination while maintaining gang prosecution capabilities.",2021_Stanislaus County_Gang-Symposium-elim.-of-Bias-Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_yuba_county_elimination_of_bias_presentation_gang_symposium,2021-01-01,Yuba County,Elimination of Bias Presentation Gang Symposium,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document provides comprehensive guidance on implementing California's Racial Justice Act in gang prosecutions, focusing on eliminating bias throughout the prosecutorial process. The material systematically addresses how to avoid discriminatory language, practices, and decision-making from case issuance through sentencing. It represents a clear shift toward progressive prosecutorial practices emphasizing equal protection and racial justice compliance. The training mandates specific behavioral changes and language modifications to ensure constitutional compliance in prosecution decisions.",2021_Yuba County_Elimination of Bias Presentation Gang Symposium.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_san_francisco_county_communication_re_rja,2021-01-01,San Francisco County,Communication re RJA,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,moderate,strong_guidance,more_lenient,more_lenient,"This document consists of email communications regarding California Racial Justice Act training organized by San Francisco's Criminal Justice Racial Equity Working Group in April 2021. The training was designed to educate multi-agency criminal justice personnel about legislation prohibiting racial bias in sentencing and convictions. The extensive coordination efforts, multi-agency participation, and focus on systemic racial equity reform reflect a clearly progressive prosecutorial approach under DA Chesa Boudin's administration, emphasizing collaborative reform over traditional enforcement priorities.",2021_San Francisco County_Communication re RJA.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_san_francisco_county_emails_re_rja_trainings_compiled,2021-01-01,San Francisco County,Emails re RJA Trainings (Compiled),internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,moderate,strong_guidance,more_lenient,more_lenient,"This document consists of email communications coordinating California Racial Justice Act training for San Francisco's Criminal Justice Racial Equity Working Group in 2021. The training, organized through the Safety + Justice Challenge partnership, aimed to educate multiple criminal justice agencies about legislation prohibiting racial bias in sentencing and convictions. The extensive coordination efforts and multi-agency participation reflect a systematic approach to implementing racial justice reforms across the San Francisco criminal justice system under DA Chesa Boudin's administration.",2021_San Francisco County_Emails re RJA Trainings (Compiled).pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_monterey_county_monterey_cap_eligible_offenses,2021-01-01,Monterey County,Monterey CAP-Eligible Offenses,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,not_applicable,"This document establishes the Monterey County Community Accountability Program (CAP) for 2021, listing eligible offenses approved by the District Attorney's office for diversion from traditional prosecution. The comprehensive list includes minor alcohol violations, low-level property crimes under specific dollar thresholds, quality-of-life offenses, and various traffic violations. This represents a systematic progressive approach to reducing incarceration and criminal justice involvement for non-serious offenses through formal diversion protocols. The policy reflects a significant shift toward alternatives to traditional prosecution for a broad range of minor violations.",2021_Monterey County_Monterey CAP-Eligible Offenses.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_san_francisco_county_farley_lee_opposition_to_motion_for_discovery,2021-01-01,San Francisco County,Farley Lee Opposition to Motion for Discovery,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document is a legal opposition filing in a Racial Justice Act discovery motion that reveals significant progressive reforms implemented by DA Chesa Boudin's office. The filing demonstrates the office's commitment to addressing racial bias through systematic changes including blind-charging tools, policies on gang enhancement dismissals, and active engagement with racial justice legislation. While defending against an overbroad discovery request in a serious violent crime case, the document shows how the office has transformed its approach to eliminate discriminatory practices while maintaining prosecution of serious offenses.",2021_San Francisco County_Farley Lee Opposition to Motion for Discovery.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_contra_costa_county_internal_emails_re_rja_guidance,2021-01-01,Contra Costa County,Internal Emails re RJA Guidance,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document consists of internal emails from the Contra Costa County DA's office regarding implementation of California's Racial Justice Act (AB 2542). The emails show the office taking a proactive, collaborative approach to compliance, including forming internal committees, partnering with the progressive Prosecutors Alliance for training, consulting with data experts, and engaging with criminal justice reform advocates. The correspondence demonstrates a clear commitment to eliminating racial bias in prosecution practices and suggests a reform-oriented prosecutorial philosophy under DA Diana Becton's administration.",2021_Contra Costa County_Internal Emails re RJA Guidance.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_01_01_madera_county_pc_745_prohibition_of_conviction_or_sentence_on_the_bas,2021-01-01,Madera County,PC 745-Prohibition of Conviction or Sentence on the Basis of Race,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document presents California Penal Code Section 745, which prohibits criminal convictions and sentences based on race, ethnicity, or national origin. The statute creates a comprehensive framework for defendants to challenge discriminatory prosecutorial practices through statistical evidence and provides significant remedies including charge reductions, sentence vacations, and death penalty ineligibility. This represents a major progressive criminal justice reform focused on addressing systemic racial bias in prosecution and sentencing decisions.",2021.01.01_Madera County_PC 745-Prohibition of Conviction or Sentence on the Basis of Race.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,0.0,statewide_legislation
2021_01_08_marin_county_behavioral_health_diversion_implementation_plan_pilot,2021-01-08,Marin County,Behavioral Health Diversion Implementation Plan - Pilot,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,not_applicable,"This document establishes a comprehensive behavioral health diversion program for defendants with mental health disorders in Marin County, representing a clearly progressive approach to criminal justice. The program prioritizes treatment over punishment, includes explicit racial equity measures, and aims to divert eligible defendants entirely away from traditional prosecution into wraparound mental health services. The policy reflects a fundamental shift toward addressing root causes of criminal behavior through therapeutic intervention rather than incarceration.",2021.01.08_Marin County_Behavioral Health Diversion Implementation Plan - Pilot.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,7.0,statewide_legislation
2021_01_13_yolo_county_hr_div_policy_and_protocol,2021-01-13,Yolo County,HR DIV Policy and Protocol,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,not_applicable,"This document establishes a comprehensive harm reduction diversion policy that removes most low-level drug possession cases from criminal prosecution and redirects them to health services. The policy explicitly aims to address racial and class inequities while reallocating prosecutorial resources from minor drug offenses to serious crimes. It represents a significant shift toward treating drug use as a public health issue rather than a criminal matter, with mandatory pre-filing diversion for qualifying cases except those involving repeat offenders, registered sex offenders, or individuals with serious prior convictions.",2021.01.13_Yolo County_HR DIV Policy and Protocol.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,12.0,statewide_legislation
2021_02_05_contra_costa_county_racial_justice_digest,2021-02-05,Contra Costa County,Racial Justice Digest,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,moderate,strong_guidance,more_lenient,more_lenient,"This document captures inter-county collaboration among California prosecutors implementing AB 2542 (Racial Justice Act), focusing on implicit bias training, data collection, and best practices to address racial bias in prosecutorial decision-making. The prosecutors are proactively seeking training to become 'interrupters' of systemic bias and implementing concrete practices like removing racial references from case reviews. The collaborative, reform-oriented approach reflects a progressive prosecutorial ideology emphasizing racial justice and bias reduction rather than traditional tough-on-crime priorities.",2021.02.05_Contra Costa County_Racial Justice Digest.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,35.0,statewide_legislation
2021_02_05_san_diego_county_agreement_with_sandag_re_da_jdi_program,2021-02-05,San Diego County,Agreement with SANDAG RE DA-JDI Program,internal_directive,juvenile,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,not_applicable,"This document establishes a Juvenile Diversion Initiative through a partnership between the San Diego County District Attorney's office and SANDAG (San Diego Association of Governments). The program represents a progressive approach to juvenile justice that emphasizes building community resilience rather than traditional prosecution. The initiative creates formal pathways to divert juveniles from the criminal justice system, reflecting a clear policy shift toward alternatives to formal prosecution for young offenders.",2021.02.05_San Diego County_Agreement with SANDAG RE DA-JDI Program.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,35.0,statewide_legislation
